date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:41:45	2777/2777	---M--	200	added ('OK')	image/png	etag:%22c0813-ad9-4f7c3165b3c2c%22	http://love.grid.com.tw/js/plugins/forms/uniform/images/uploader.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/forms/uniform/images/uploader.png	(from http://love.grid.com.tw/js/plugins/forms/uniform/uniform.default.css)
14:41:46	667/667	---M--	200	added ('OK')	image/png	etag:%22c0672-29b-4f7c3165281cc%22	http://love.grid.com.tw/images/error.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/error.png	(from http://love.grid.com.tw/css/app.css)
14:41:46	70316/70316	---M--	200	added ('OK')	image/png	etag:%22c0663-112ac-4f7c31651782c%22	http://love.grid.com.tw/images/patterns/furley_bg2.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/patterns/furley_bg2.png	(from http://love.grid.com.tw/js/plugins/misc/fullcalendar/fullcalendar.css)
14:41:46	659/659	---M--	200	added ('OK')	image/png	etag:%22c0674-293-4f7c3165281cc%22	http://love.grid.com.tw/images/success.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/success.png	(from http://love.grid.com.tw/css/app.css)
14:41:47	19452/19452	---M--	200	added ('OK')	image/png	etag:%22c0665-4bfc-4f7c3165187cc%22	http://love.grid.com.tw/images/patterns/debut_light.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/patterns/debut_light.png	(from http://love.grid.com.tw/css/app.css)
14:41:47	661/661	---M--	200	added ('OK')	image/png	etag:%22c065b-295-4f7c3165139ac%22	http://love.grid.com.tw/images/patterns/cream_dust.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/patterns/cream_dust.png	(from http://love.grid.com.tw/css/app.css)
14:41:47	981/981	---M--	200	added ('OK')	image/png	etag:%22c0673-3d5-4f7c3165281cc%22	http://love.grid.com.tw/images/backtotop.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/backtotop.png	(from http://love.grid.com.tw/css/app.css)
14:41:49	297/297	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202015%2006:39:17%20GMT	http://love.grid.com.tw/images/search.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/search.png	(from http://love.grid.com.tw/css/app.css)
14:41:53	32286/32286	---M--	200	added ('OK')	image/png	etag:%22c066e-7e1e-4f7c31652434c%22	http://love.grid.com.tw/images/patterns/debut_light1.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/patterns/debut_light1.png	(from http://love.grid.com.tw/css/app.css)
14:41:53	42976/42976	---M--	200	added ('OK')	image/png	etag:%22c0662-a7e0-4f7c31651782c%22	http://love.grid.com.tw/images/patterns/furley_bg.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/patterns/furley_bg.png	(from http://love.grid.com.tw/css/app.css)
14:41:54	1626/1626	---M--	200	added ('OK')	image/jpeg	etag:%22c067d-65a-4f7c316533d4c%22	http://love.grid.com.tw/images/avatars/roy_barber.jpeg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/roy_barber.jpg	(from http://love.grid.com.tw/friends.html)
14:41:54	70316/70316	---M--	200	added ('OK')	image/png	etag:%22c0658-112ac-4f7c3165139ac%22	http://love.grid.com.tw/images/patterns/furley_bg1.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/patterns/furley_bg1.png	(from http://love.grid.com.tw/css/app.css)
14:41:55	2794/2794	---M--	200	added ('OK')	image/jpeg	etag:%22c0678-aea-4f7c316531e0c%22	http://love.grid.com.tw/images/avatars/vin_thomas.jpeg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/vin_thomas.jpg	(from http://love.grid.com.tw/friends.html)
14:41:55	16298/16298	---M--	200	added ('OK')	image/jpeg	etag:%22c0683-3faa-4f7c31653aaac%22	http://love.grid.com.tw/images/avatars/jay_robinson.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/jay_robinson.jpg	(from http://love.grid.com.tw/friends.html)
14:41:56	2795/2795	---M--	200	added ('OK')	image/jpeg	etag:%22c067b-aeb-4f7c316531e0c%22	http://love.grid.com.tw/images/avatars/louis_bullock.jpeg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/louis_bullock.jpg	(from http://love.grid.com.tw/friends.html)
14:41:57	2083/2083	---M--	200	added ('OK')	image/jpeg	etag:%22c0682-823-4f7c31653aaac%22	http://love.grid.com.tw/images/avatars/maria_kalalang.jpeg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/maria_kalalang.jpg	(from http://love.grid.com.tw/friends.html)
14:41:58	16298/16298	---M--	200	added ('OK')	image/jpeg	etag:%22c067c-3faa-4f7c316533d4c%22	http://love.grid.com.tw/images/avatars/cibelle_chalot.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/cibelle_chalot.jpg	(from http://love.grid.com.tw/friends.html)
14:41:58	252225/252225	---MCZ	200	added ('OK')	application/javascript	etag:%22c080a-3d941-4f7c3165b2c8c%22	http://love.grid.com.tw/js/plugins/forms/tinymce/tinymce.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/forms/tinymce/tinymce.min.js	(from http://love.grid.com.tw/add-article.html)
14:41:59	16364/16364	---M--	200	added ('OK')	image/jpeg	etag:%22c0679-3fec-4f7c316531e0c%22	http://love.grid.com.tw/images/avatars/suggebig.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/suggebig.jpg	(from http://love.grid.com.tw/profile.html)
14:41:59	1917/1917	---M-Z	200	added ('OK')	application/javascript	etag:%22c06a0-77d-4f7c31654568c%22	http://love.grid.com.tw/js/pages/login.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/pages/login.js	(from http://love.grid.com.tw/login.html)
14:41:59	38954/38954	---M-Z	200	added ('OK')	application/javascript	etag:%22c084d-982a-4f7c3165bc8cc%22	http://love.grid.com.tw/js/plugins/forms/validation/jquery.validate.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/forms/validation/jquery.validate.js	(from http://love.grid.com.tw/login.html)
14:41:59	2796/2796	---M--	200	added ('OK')	image/jpeg	etag:%22c067f-aec-4f7c316537bcc%22	http://love.grid.com.tw/images/avatars/daniel_haim.jpeg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/daniel_haim.jpg	(from http://love.grid.com.tw/article-message.html)
14:41:59	2795/2795	---M--	200	added ('OK')	image/jpeg	etag:%22c0689-aeb-4f7c31653c9ec%22	http://love.grid.com.tw/images/avatars/stephanie_walter.jpeg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/stephanie_walter.jpg	(from http://love.grid.com.tw/article-message.html)
